295,x54,63906,36,221,25,22,25,26,38,251,enabled,,cb MY_Library frplHitBegan:5=4\frplHitMoved:\frplHitEnded:;,
296,x55,63906,36,244,25,22,25,26,38,277,enabled,,cb MY_Library frplHitBegan:5=5\frplHitMoved:\frplHitEnded:;,
297,x56,63906,36,267,25,22,25,26,38,303,enabled,,cb MY_Library frplHitBegan:5=6\frplHitMoved:\frplHitEnded:;,
298,x57,63906,36,290,25,22,25,26,38,329,enabled,,cb MY_Library frplHitBegan:5=7\frplHitMoved:\frplHitEnded:;,
299,x58,63906,36,313,25,22,25,26,38,355,enabled,,cb MY_Library frplHitBegan:5=8\frplHitMoved:\frplHitEnded:;,
300,x61,63906,12,152,25,22,25,26,13,173,enabled,,cb MY_Library frplHitBegan:6=1\frplHitMoved:\frplHitEnded:;,
301,x62,63906,12,175,25,22,25,26,13,199,enabled,,cb MY_Library frplHitBegan:6=2\frplHitMoved:\frplHitEnded:;,
302,x63,63906,12,198,25,22,25,26,13,225,enabled,,cb MY_Library frplHitBegan:6=3\frplHitMoved:\frplHitEnded:;,
303,x64,63906,12,221,25,22,25,26,13,251,enabled,,cb MY_Library frplHitBegan:6=4\frplHitMoved:\frplHitEnded:;,
304,x65,63906,12,244,25,22,25,26,13,277,enabled,,cb MY_Library frplHitBegan:6=5\frplHitMoved:\frplHitEnded:;,
305,x66,63906,12,267,25,22,25,26,13,303,enabled,,cb MY_Library frplHitBegan:6=6\frplHitMoved:\frplHitEnded:;,
306,x67,63906,12,290,25,22,25,26,13,329,enabled,,cb MY_Library frplHitBegan:6=7\frplHitMoved:\frplHitEnded:;,
307,x68,63906,12,313,25,22,25,26,13,355,enabled,,cb MY_Library frplHitBegan:6=8\frplHitMoved:\frplHitEnded:;,
308,marker,63906,287,147,27,22,25,29,298,167,enabled,,,
309,theDoor,65888,0,77,319,335,380,331,0,88,enabled,,,
310,marker,65888,287,147,27,22,25,29,298,167,enabled,,,
311,theDoor,71909,0,78,319,336,381,331,0,89,enabled,,,
312,-,71909,105,33,60,28,32,63,109,38,enabled,o,pv Fireplace Out-F.m4v\go 65888=n;,
313,redpage,71909,42,243,102,77,88,106,44,276,enabled,,"?? MY_RedPage|no |ca X_Global grabPage:MY_RedPage,go 71909;",
314,bluepage,71909,42,168,102,76,87,106,44,191,enabled,,"?? MY_BluePage|no |ca X_Global grabPage:MY_BluePage,go 71909;",
315,-,71909,155,210,111,71,81,116,161,238,enabled,o,go 23753;,
316,-,23753,0,0,319,480,544,331,0,0,enabled,o,go 71909;,
317,-,23753,9,148,294,187,212,306,10,168,enabled,o,go 28552;,
318,-,28552,0,0,319,480,544,331,0,0,enabled,a,go 71909;,
319,-,28552,10,67,292,341,387,303,11,76,enabled,,,
320,marker,28552,152,277,93,117,133,97,158,314,enabled,,ca X_Linking linkToAge:iDunnyDB;,
321,GarMarker,19240,196,259,14,14,16,15,204,294,enabled,,,
322,boatMarker,19240,191,218,10,22,25,11,199,248,enabled,,,
323,-,19240,0,152,279,187,212,290,0,173,enabled,o,go 16774;pm AR Lite Wind Mov;vm 50;,
324,right,19240,0,387,320,99,113,332,0,439,enabled,r,go 17084;,
325,left,19240,0,0,320,155,176,332,0,0,enabled,l,go 17571;,
326,qlib,19240,192,197,45,61,70,47,200,224,enabled,o,go 16774;pm AR Lite Wind Mov;vm 50;,
327,clock,18993,175,177,26,24,28,27,182,201,enabled,,,
328,-,18993,101,156,164,118,134,171,105,177,enabled,o,go 17319;,
329,-,18993,0,75,188,228,259,196,0,85,enabled,o,go 17084;,
330,right,18993,0,290,172,195,221,179,0,329,enabled,r,go 17571;pm AR Howling&Birds Mov;vm 100;,
331,left,18993,0,0,320,74,84,332,0,0,enabled,l,go 19240;,
332,qclo,18993,119,164,104,53,61,108,124,186,enabled,o,go 17319;,
333,MinMarker,18304,142,74,25,20,23,26,148,84,enabled,,,
334,-,18304,0,56,262,151,172,272,0,64,enabled,o,go 17571;,
335,-,18304,0,246,249,164,186,259,0,279,enabled,o,go 19240;,
336,right,18304,0,414,320,72,82,332,0,470,enabled,r,go 17825;,
337,left,18304,0,0,320,36,41,332,0,0,enabled,l,go 17319;,
338,qlib,18304,189,342,19,20,23,20,197,388,enabled,o,go 19240;,
339,qfou,18304,145,307,78,70,80,81,151,348,enabled,o,go 19240;,
340,clock,17084,163,337,34,33,38,36,170,382,enabled,,,
341,-,17084,18,212,242,187,212,252,19,241,enabled,o,go 17319;,
342,right,17084,0,396,320,98,112,332,0,449,enabled,r,go 17571;,
343,-,17084,0,51,202,156,177,210,0,58,enabled,o,go 17825;,
344,left,17084,0,0,320,46,53,332,0,0,enabled,l,go 19240;,
345,qclo,17084,86,315,120,60,68,125,90,357,enabled,o,go 17319;,
346,right,17571,0,404,320,81,92,332,0,458,enabled,r,go 19240;,
347,left,17571,0,0,320,81,92,332,0,0,enabled,l,go 17084;,
348,-,17571,38,333,237,75,85,246,40,378,enabled,o,go 27316;pm AR Lite Wind Mov;vm 200;,
349,-,17571,53,209,178,90,102,185,55,237,enabled,o,go 44417;pm MU Generator Stairs Mov;vm 75;,
350,MinMarker,17571,89,72,55,52,59,58,93,82,enabled,,?? MY_MinMarker|sv MY_MinMarker=NO|sv MY_MinMarker=YES;go 17571;ps SW Marker;,
351,qgen,17571,108,223,93,44,50,97,113,253,enabled,o,go 44417;pm MU Generator Stairs Mov;vm 75;,
352,right,18697,0,442,320,38,44,332,0,501,enabled,r,go 17571;,
353,-,18697,0,212,176,231,262,183,0,241,enabled,o,go 17084;,
354,-,18697,0,37,260,175,199,270,0,42,enabled,o,go 19240;pm AR Howling&Birds Mov;vm 50;,
355,left,18697,0,0,320,37,42,332,0,0,enabled,l,go 17571;,
356,left,17948,0,0,319,48,55,331,0,0,enabled,l,go 17825;,
357,-,17948,2,217,292,252,286,303,3,246,enabled,o,go 18304;,
358,-,17948,30,0,194,218,248,202,32,0,enabled,o,go 17319;,
359,right,17948,0,440,320,54,62,332,0,499,enabled,r,go 17825;,
360,CabMarker,17825,150,245,20,18,21,21,156,278,enabled,,,
361,right,17825,0,374,320,120,136,332,0,424,enabled,r,go 17319;,
362,left,17825,0,0,320,75,85,332,0,0,enabled,l,go 18304;,
363,-,17825,0,100,284,253,287,295,0,114,enabled,o,go 21343;,
364,doormarker,19652,76,176,142,73,83,148,79,200,enabled,,"?? MY_CabinDoor|go 36854|sv MY_CabinDoor=YES,go 19652,ps DR Creak Open;",
365,left,19652,0,0,319,104,118,331,0,0,enabled,l,"go 19909;?? MY_CabinDoor|sv MY_CabinDoor=NO,in 0.5\ps DR Door Close;",
366,right,19652,0,346,319,132,150,331,0,393,enabled,r,"go 21170;?? MY_CabinDoor|sv MY_CabinDoor=NO,in 0.5\ps DR Door Close;",
367,qtre,19652,31,393,229,85,97,238,33,446,enabled,o,"go 31619;?? MY_CabinDoor|sv MY_CabinDoor=NO,in 0.5\ps DR Door Close;",
368,opendoor,19652,87,184,123,59,67,128,91,209,disabled,,,
369,CabMarker,19652,147,283,37,31,36,39,153,321,enabled,,,
370,entercabin,19652,80,181,129,62,71,134,83,206,disabled,o,go 36854;,
371,right,38306,0,371,319,108,123,331,0,421,enabled,r,go 21170;,
372,-,38306,83,182,123,62,71,128,87,207,enabled,o,go 36854;,
373,left,38306,29,13,181,90,102,188,31,15,enabled,l,go 19909;,
374,-,38306,31,405,177,41,47,184,33,459,enabled,o,go 31619;,
375,CabMarker,38306,147,282,36,31,36,38,153,320,enabled,,,
376,-,19909,0,142,265,182,207,275,0,161,enabled,o,go 17948;,
377,right,19909,0,362,320,126,143,332,0,411,enabled,r,go 21343;,
378,left,19909,0,0,319,112,127,331,0,0,enabled,l,go 21170;,
379,doormarker,21343,34,131,183,92,105,190,36,149,enabled,,"?? MY_CabinDoor|go 36854|sv MY_CabinDoor=YES,go 21343,ps DR Creak Open;",
380,right,21343,0,394,320,93,106,332,0,447,enabled,r,"go 21170;?? MY_CabinDoor|sv MY_CabinDoor=NO,in 0.5\ps DR Door Close;",
381,left,21343,0,0,320,57,65,332,0,0,enabled,l,"go 19909;?? MY_CabinDoor|sv MY_CabinDoor=NO,in 0.5\ps DR Door Close;",
382,opendoor,21343,44,126,172,93,106,179,46,143,disabled,,,
383,-,21343,29,304,182,91,104,189,31,345,enabled,o,"go 31619;?? MY_CabinDoor|sv MY_CabinDoor=NO,in 0.5\ps DR Door Close;",
384,CabMarker,21343,131,289,31,25,29,33,136,328,enabled,,,
385,-,21343,34,279,94,47,54,98,36,317,enabled,,,
386,entercabin,21343,39,134,170,76,87,177,41,152,disabled,o,go 36854;pm stop;,
387,-,36553,29,304,182,91,104,189,31,345,enabled,o,go 31619;,
388,right,36553,0,388,319,91,104,331,0,440,enabled,r,go 21170;,
389,left,36553,0,0,319,65,74,331,0,0,enabled,l,go 19909;,
390,-,36553,19,133,185,78,89,192,20,151,enabled,o,go 36854;,
391,CabMarker,36553,130,288,31,24,28,33,135,327,enabled,,,
392,-,36553,35,276,91,50,57,95,37,313,enabled,,,
393,-,21170,0,162,289,172,195,300,0,184,enabled,o,go 20099;,
394,-,21170,0,394,320,77,88,332,0,447,enabled,o,go 19652;,
395,left,21170,0,0,320,79,90,332,0,0,enabled,l,go 19652;,
396,right,21170,0,393,319,86,98,331,0,446,enabled,r,go 19909;,
397,qclo,21170,94,267,45,13,15,47,98,303,enabled,o,go 20099;,
398,-,18553,0,108,264,181,206,274,0,123,enabled,o,go 18304;,
399,-,18553,31,272,135,165,187,141,33,309,enabled,o,go 17825;,
400,left,18553,0,0,320,65,74,332,0,0,enabled,l,go 17319;,
401,right,18553,0,425,320,57,65,332,0,482,enabled,r,go 17319;,
402,qfou,18553,168,195,39,33,38,41,175,221,enabled,o,go 18304;,
403,GeaMarker,17319,62,220,48,46,53,50,65,250,enabled,,,
404,clock,17319,181,213,39,36,41,41,188,242,enabled,,,
405,-,17319,0,135,293,172,195,304,0,153,enabled,o,go 22896;,
406,right,17319,0,405,320,85,97,332,0,459,enabled,r,go 18304;,
407,left,17319,0,0,320,89,101,332,0,0,enabled,l,go 17825;,
408,qclo2,17319,108,217,49,30,34,51,113,246,disabled,o,go 22896;,
409,-,22764,0,140,320,198,225,332,0,159,enabled,o,go 18553;,
410,right,22764,0,382,320,100,114,332,0,433,enabled,r,go 22896;,
411,left,22764,0,0,320,102,116,332,0,0,enabled,l,go 22896;,
412,qfor2,22764,152,216,66,41,47,69,158,245,enabled,o,go 18553;,
413,GeaMarker,22896,12,261,96,91,104,100,13,296,enabled,,,
414,clock,22896,213,284,50,48,55,52,221,322,enabled,,,
415,left,22896,0,0,319,75,85,331,0,0,enabled,l,go 22764;,
416,right,22896,0,390,319,89,101,331,0,442,enabled,r,go 22764;,
417,-,22896,21,103,98,114,130,102,22,117,enabled,o,go 21716;,
418,ClockPath,22896,0,226,291,143,163,302,0,257,enabled,o,?? MY_Gears|go 56703;,
419,qclo2,22896,110,293,57,27,31,60,115,333,disabled,o,go 56703;,
420,CabMarker,20226,173,260,18,17,20,19,180,295,enabled,,,
421,right,20226,0,404,320,79,90,332,0,458,enabled,r,go 20099;,
422,left,20226,0,0,320,69,79,332,0,0,enabled,l,go 20099;,
423,-,20226,16,360,228,59,67,237,17,408,enabled,o,go 31619;,
424,-,20226,0,115,298,226,257,310,0,131,enabled,o,go 19652;,
425,qtre,20226,159,367,58,25,29,61,165,416,enabled,o,go 31619;,
426,GeaMarker,20099,91,285,23,30,34,24,95,323,enabled,,,
427,right,20099,0,427,320,57,65,332,0,484,enabled,r,go 20226;,
428,left,20099,0,0,320,63,72,332,0,0,enabled,l,go 20226;,
429,-,20099,1,157,270,175,199,281,2,178,enabled,o,go 20615;,
430,qclo,20099,63,289,32,41,47,34,66,328,enabled,o,go 20615;,
431,CabMarker,20863,186,241,16,13,15,17,193,274,enabled,,,
432,-,20863,0,126,308,204,232,320,0,143,enabled,o,go 20226;,
433,right,20863,0,392,320,94,107,332,0,445,enabled,r,go 20615;,
434,left,20863,0,0,320,80,91,332,0,0,enabled,l,go 20615;,
435,qcab,20863,159,207,50,27,31,52,165,235,enabled,o,go 20226;,
436,GeaMarker,20615,65,199,40,90,102,42,68,226,enabled,,,
437,-,20615,0,195,199,170,193,207,0,221,enabled,o,go 21716;,
438,right,20615,0,414,320,80,91,332,0,470,enabled,r,go 20863;,
439,clock,20615,191,168,43,37,42,45,199,191,enabled,,,
440,qclo2,20615,98,170,62,34,39,65,102,193,enabled,,,
441,left,80989,0,0,319,165,187,331,0,0,enabled,l,go 14569;,
442,right,80989,0,339,319,140,159,331,0,385,enabled,r,go 14817;,
443,-,80989,0,165,319,176,200,331,0,187,enabled,o,go 39131;,
444,-,80989,139,36,60,60,68,63,145,41,enabled,o,go 33253;,
445,-,80989,208,418,60,60,68,63,216,474,enabled,o,go 39621;,
446,left,80753,0,0,319,120,136,331,0,0,enabled,l,go 14817;,
447,right,80753,0,323,319,156,177,331,0,367,enabled,r,go 14569;,
448,-,80753,58,149,229,164,186,238,61,169,enabled,o,go 39194;,
449,-,80753,198,0,60,60,68,63,206,0,enabled,o,go 39902;,
450,-,80753,147,408,60,60,68,63,153,463,enabled,o,go 33326;,
451,left,78996,0,0,319,102,116,331,0,0,enabled,l,go 15359;,
452,right,78996,0,323,319,156,177,331,0,367,enabled,r,go 15587;,
453,-,78996,105,20,60,60,68,63,109,23,enabled,o,go 40072;,
454,-,78996,0,152,319,172,195,331,0,173,enabled,o,go 33253;,
455,-,78996,172,408,60,60,68,63,179,463,enabled,o,go 39131;,
456,left,81200,0,0,319,136,155,331,0,0,enabled,l,go 15587;,
457,right,81200,0,356,319,123,140,331,0,404,enabled,r,go 15359;,
458,garmarker,81200,122,314,43,39,45,45,127,356,enabled,,?? MY_GarMarker|sv MY_GarMarker=NO|sv MY_GarMarker=YES;go 81200;ps SW Marker;,
459,-,81200,166,19,60,60,68,63,173,22,enabled,o,go 39194;,
460,-,81200,130,420,60,60,68,63,135,476,enabled,o,go 40436;,
461,-,81200,66,214,241,78,89,251,69,243,enabled,o,go 33326;,
462,right,82458,0,362,319,117,133,331,0,411,enabled,r,go 16155;,
463,left,82458,0,0,319,120,136,331,0,0,enabled,l,go 15974;,
464,-,82458,145,160,60,60,68,63,151,182,enabled,o,go 40072;,
465,-,82458,180,344,60,60,68,63,187,390,enabled,o,go 33253;,
466,left,26459,0,0,319,136,155,331,0,0,enabled,l,go 16155;,
467,right,26459,0,343,319,136,155,331,0,389,enabled,r,go 15974;,
468,garMarker,26459,186,69,39,33,38,41,193,79,enabled,,,
469,-,26459,165,263,60,60,68,63,172,299,enabled,o,go 40436;,
470,right,83270,0,338,319,141,160,331,0,384,enabled,r,go 16774;,
471,left,83270,0,0,319,104,118,331,0,0,enabled,l,go 16440;,
472,-,83270,34,57,199,67,76,207,36,65,enabled,o,go 27316;,
473,-,83270,190,280,22,22,25,23,198,318,enabled,o,go 40072;,
474,left,82706,0,0,319,139,158,331,0,0,enabled,l,go 16774;,
475,right,82706,0,341,319,138,157,331,0,387,enabled,r,go 16440;,
476,-,82706,109,172,200,60,68,208,114,195,enabled,o,go 40436;,
477,-,26663,36,265,249,216,245,259,38,301,enabled,o,go 12527;pm AR Lite Wind Mov;vm 230;,
478,right,26663,0,430,157,52,59,163,0,488,enabled,r,go 27005;,
479,left,26663,0,0,320,78,89,332,0,0,enabled,l,go 27005;,
480,-,26663,0,112,265,132,150,275,0,127,enabled,o,go 24061;pm AR Lite Wind Mov;vm 180;,
481,-,26663,1,217,117,189,215,122,2,246,enabled,o,go 12527;pm AR Lite Wind Mov;vm 230;,
482,qbre2,26663,138,190,115,47,54,120,144,216,enabled,o,go 24061;pm AR Lite Wind Mov;vm 180;,
483,qshi,26663,206,329,42,132,150,44,214,373,enabled,o,go 12527;pm AR Lite Wind Mov;vm 230;,
484,boatMarker,27005,131,167,99,89,101,103,136,190,enabled,,,
485,-,27005,0,144,245,179,203,255,0,164,enabled,o,go 12224;pm AR Lite Wind Mov;vm 200;,
486,-,27005,53,316,169,165,187,176,55,359,enabled,o,go 11357;,
487,-,27005,70,0,176,167,190,183,73,0,enabled,o,go 11521;,
488,right,27005,0,441,319,38,44,331,0,500,enabled,r,go 26663;,
489,left,27005,0,0,319,49,56,331,0,0,enabled,l,go 26663;,
490,right,11521,0,405,320,78,89,332,0,459,enabled,r,go 12224;,
491,left,11521,0,0,319,99,113,331,0,0,enabled,l,go 11943;,
492,-,11521,81,215,151,65,74,157,85,244,enabled,o,go 46094;pm AR Lite Wind Mov;vm 30;,
493,qshi left,11521,130,0,36,55,63,38,135,0,enabled,o,go 11943;,
494,right,11943,0,405,320,81,92,332,0,459,enabled,r,go 11521;,
495,left,11943,0,0,320,121,138,332,0,0,enabled,l,go 11357;,
496,-,11943,0,120,200,285,323,208,0,136,enabled,o,go 26663;pm AR Lite Wind Mov;vm 200;,
497,qbre2,11943,87,251,77,40,46,80,91,285,enabled,o,go 26663;pm AR Lite Wind Mov;vm 200;,
498,right,12224,0,385,319,94,107,331,0,437,enabled,r,go 11357;,
499,PlaMarker,12224,154,115,13,12,14,14,160,131,enabled,,,
500,left,12224,0,0,320,90,102,332,0,0,enabled,l,go 11521;,
501,-,12224,0,113,271,270,306,282,0,129,enabled,o,go 10238;pm AR Lite Wind Mov;vm 90;,
502,qpla,12224,109,113,112,81,92,117,114,129,enabled,o,go 10238;pm AR Lite Wind Mov;vm 90;,
503,qpat1,12224,95,290,50,45,51,52,99,329,enabled,o,go 10238;pm AR Lite Wind Mov;vm 90;,
504,boatMarker,11357,91,214,35,41,47,37,95,243,enabled,,,
505,left,11357,0,0,320,67,76,332,0,0,enabled,l,go 12224;,
506,right,11357,0,420,320,70,80,332,0,476,enabled,r,go 11943;,
507,-,11357,85,409,60,60,68,63,89,464,enabled,o,go 39621;,
508,-,11357,94,329,35,36,41,37,98,373,enabled,o,go 39131;,
509,-,11357,99,97,35,37,42,37,103,110,enabled,o,go 39194;,
510,-,11357,85,0,60,60,68,63,89,0,enabled,o,go 39902;,
511,-,11357,0,130,237,204,232,246,0,148,enabled,o,go 14569;pm AR Lite Wind Mov;vm 150;,
512,qfor,11357,107,202,55,39,45,58,112,229,enabled,o,go 14569;pm AR Lite Wind Mov;vm 150;,
513,right,14817,0,412,319,67,76,331,0,467,enabled,r,go 80753;,
514,-,14817,123,310,126,118,134,131,128,352,enabled,o,go 12224;,
515,PlaMarker,14817,178,387,10,10,12,11,185,439,enabled,,,
516,left,14817,0,0,319,67,76,331,0,0,enabled,l,go 80989;,
517,-,14817,0,146,268,211,240,279,0,166,enabled,o,go 11521;pm AR Lite Wind Mov;vm 200;,
518,-,14817,111,66,80,92,105,83,116,75,enabled,o,go 11943;pm AR Lite Wind Mov;vm 200;,
519,-,14817,150,19,60,60,68,63,156,22,enabled,o,go 39621;,
520,-,14817,158,388,61,60,68,64,164,440,enabled,o,go 39902;,
521,qshi,14817,146,66,28,72,82,30,152,75,enabled,o,go 11943;pm AR Lite Wind Mov;vm 200;,
522,GarMarker,14569,148,157,31,32,37,33,154,178,enabled,,,
523,boatMarker,14569,58,187,111,141,160,116,61,212,enabled,,,
524,none,14569,24,152,90,224,254,94,25,173,enabled,o,go 15013;,
525,-,14569,104,83,147,314,356,153,108,95,enabled,o,go 15359;pm AR Lite Wind Mov;vm 100;,
526,right,14569,0,390,319,90,102,331,0,442,enabled,r,go 80989;,
527,left,14569,0,0,319,94,107,331,0,0,enabled,l,go 80753;,
528,-,14569,137,431,60,49,56,63,143,489,enabled,o,go 33253;,
529,-,14569,130,0,60,60,68,63,135,0,enabled,o,go 33326;,
530,qfor,14569,131,197,79,52,59,82,136,224,enabled,o,go 15359;pm AR Lite Wind Mov;vm 100;,
531,boatMarker,15013,28,94,241,233,265,251,30,107,enabled,,,
532,none,15013,0,0,319,473,537,331,0,0,enabled,o,go 14569;,
533,-,15013,7,100,210,289,328,218,8,114,enabled,,,
534,boatMarker,15587,57,165,106,139,158,110,60,187,enabled,,,
535,none,15587,25,122,101,234,266,105,26,139,enabled,o,go 15854;,
536,-,15587,126,79,171,306,347,178,131,90,enabled,o,go 14817;pm AR Lite Wind Mov;vm 180;,
537,right,15587,0,406,319,73,83,331,0,461,enabled,r,go 81200;,
538,left,15587,0,0,320,72,82,332,0,0,enabled,l,go 78996;,
539,-,15587,166,0,53,30,34,55,173,0,enabled,o,go 39131;,
540,-,15587,167,429,62,50,57,65,174,487,enabled,o,go 39194;,
541,qlib,15587,182,197,92,79,90,96,189,224,enabled,o,go 14817;pm AR Lite Wind Mov;vm 180;,
542,none,15854,0,7,319,465,527,331,0,8,enabled,o,go 15587;,
543,boatMarker,15854,62,135,192,195,221,200,65,153,enabled,,,
544,-,15854,1,100,214,292,331,223,2,114,enabled,,,
545,right,15359,0,390,319,89,101,331,0,442,enabled,r,go 78996;,
546,left,15359,0,0,319,107,122,331,0,0,enabled,l,go 81200;,
547,-,15359,0,124,277,276,313,288,0,141,enabled,o,go 15974;pm AR Lite Wind Mov;vm 50;,
548,-,15359,104,421,59,59,67,62,108,478,enabled,o,go 40072;,
549,-,15359,131,28,42,59,67,44,136,32,enabled,o,go 40436;,
550,GarMarker,15359,70,28,58,70,80,61,73,32,enabled,,?? MY_GarMarker|sv MY_GarMarker=NO|sv MY_GarMarker=YES;go 15359;ps SW Marker;,
551,qfor,15359,111,195,99,54,62,103,116,221,enabled,o,go 15974;pm AR Lite Wind Mov;vm 50;,
552,qmin,15359,106,344,85,32,37,89,110,390,enabled,o,go 15974;pm AR Lite Wind Mov;vm 50;,
553,BoatMarker,16155,167,205,29,46,53,31,174,233,enabled,,,
554,-,16155,0,94,272,272,309,283,0,107,enabled,o,go 15587;pm AR Lite Wind Mov;vm 150;,
555,right,16155,0,389,319,90,102,331,0,441,enabled,r,go 26459;,
556,left,16155,0,0,319,90,102,331,0,0,enabled,l,go 82458;,
557,-,16155,157,430,58,48,55,61,163,488,enabled,o,go 33326;,
558,-,16155,169,94,36,35,40,38,176,107,enabled,o,go 39131;,
559,-,16155,185,365,93,37,42,97,192,414,enabled,o,go 39194;,
560,-,16155,24,320,163,68,78,170,25,363,enabled,,,
561,GarMarker,16155,164,335,41,36,41,43,171,380,enabled,,,
562,-,16155,156,0,48,27,31,50,162,0,enabled,o,go 33253;,
563,qlib,16155,163,201,73,75,85,76,170,228,enabled,o,go 15587;pm AR Lite Wind Mov;vm 150;,
564,right,15974,0,399,319,80,91,331,0,453,enabled,r,go 82458;,
565,-,15974,91,328,152,86,98,158,95,372,enabled,o,go 17571;pm AR Howling&Birds Mov;vm 50;,
566,left,15974,0,0,319,85,97,331,0,0,enabled,l,go 26459;,
567,-,15974,0,115,252,214,243,262,0,131,enabled,o,go 16440;pm AR Howling&Birds Mov;vm 50;,
568,qfor,15974,104,185,102,60,68,106,108,210,enabled,o,go 16440;pm AR Howling&Birds Mov;vm 50;,
569,GarMarker,16774,189,292,22,18,21,23,197,331,enabled,,,
570,boatMarker,16774,184,215,15,31,36,16,191,244,enabled,,,
571,-,16774,12,108,264,250,284,274,13,123,enabled,o,go 16155;pm AR Lite Wind Mov;vm 100;,
572,right,16774,0,387,319,92,105,331,0,439,enabled,r,go 82706;,
573,left,16774,0,0,319,92,105,331,0,0,enabled,l,go 83270;,
574,-,16774,181,79,24,21,24,25,188,90,enabled,o,go 33253;,
575,-,16774,184,363,25,22,25,26,191,412,enabled,o,go 33326;,
576,qlib,16774,180,197,51,87,99,53,187,224,enabled,o,go 16155;pm AR Lite Wind Mov;vm 100;,
577,moovmarker,16440,60,169,110,16,19,115,63,192,enabled,,,
578,right,16440,0,379,319,100,114,331,0,430,enabled,r,go 83270;,
579,left,16440,0,0,319,109,124,331,0,0,enabled,l,go 82706;,
580,-,16440,0,138,276,172,195,287,0,157,enabled,o,go 18993;pm AR Howling&Birds Mov;vm 100;,
581,-,16440,75,374,83,42,48,87,78,424,enabled,,,
582,qclo,16440,134,184,88,49,56,92,140,209,enabled,o,go 18993;pm AR Howling&Birds Mov;vm 100;,
583,-,40072,0,0,320,480,544,332,0,0,enabled,a,go 82458;,
584,-,40072,0,193,320,102,116,332,0,219,enabled,,,
585,7,40072,136,216,56,53,61,59,142,245,enabled,,?? MY_Pillar7|sv MY_Pillar7=NO|sv MY_Pillar7=YES;go 40072;ps SW PushButton Out;ps TN Crtyd Pilars;,
586,-,33253,0,0,320,480,544,332,0,0,enabled,a,go 78996;,
587,-,33253,0,193,318,97,110,330,0,219,enabled,,,
588,6,33253,118,212,56,54,62,59,123,241,enabled,,?? MY_Pillar6|sv MY_Pillar6=NO|sv MY_Pillar6=YES;go 33253;ps SW PushButton Out;ps TN Crtyd Pilars;,
589,-,39131,0,0,319,480,544,331,0,0,enabled,a,go 80989;,
590,-,39131,0,183,320,106,121,332,0,208,enabled,,,
591,5,39131,122,207,57,59,67,60,127,235,enabled,,?? MY_Pillar5|sv MY_Pillar5=NO|sv MY_Pillar5=YES;go 39131;ps SW PushButton Out;ps TN Crtyd Pilars;,
592,right,39621,0,296,319,183,208,331,0,336,enabled,r,go 11521;,
593,-,39621,0,185,320,112,127,332,0,210,enabled,,,
594,4,39621,118,205,60,59,67,63,123,233,enabled,,?? MY_Pillar4|sv MY_Pillar4=NO|sv MY_Pillar4=YES;go 39621;ps SW PushButton Out;ps TN Crtyd Pilars;,
595,left,39621,0,0,319,186,211,331,0,0,enabled,l,go 14569;,
596,-,40436,0,0,319,480,544,331,0,0,enabled,a,go 26459;,
597,-,40436,0,176,314,109,124,326,0,200,enabled,,,
598,3,40436,126,199,57,59,67,60,131,226,enabled,,?? MY_Pillar3|sv MY_Pillar3=NO|sv MY_Pillar3=YES;go 40436;ps SW PushButton Out;ps TN Crtyd Pilars;,
599,-,33326,0,0,319,480,544,331,0,0,enabled,a,go 81200;,
600,-,33326,0,186,317,102,116,329,0,211,enabled,,,
601,2,33326,134,207,58,58,66,61,140,235,enabled,,?? MY_Pillar2|sv MY_Pillar2=NO|sv MY_Pillar2=YES;go 33326;ps SW PushButton Out;ps TN Crtyd Pilars;,
602,-,39194,0,0,320,480,544,332,0,0,enabled,a,go 80753;,
603,-,39194,0,187,320,99,113,332,0,212,enabled,,,
604,1,39194,130,206,61,54,62,64,135,234,enabled,,?? MY_Pillar1|sv MY_Pillar1=NO|sv MY_Pillar1=YES;ps SW PushButton Out;go 39194;ps TN Crtyd Pilars;,
605,left,39902,0,0,319,180,204,331,0,0,enabled,l,go 11521;,
606,-,39902,0,180,314,101,115,326,0,204,enabled,,,
607,8,39902,144,203,56,57,65,59,150,231,enabled,,?? MY_Pillar8|sv MY_Pillar8=NO|sv MY_Pillar8=YES;go 39902;ps SW PushButton Out;ps TN Crtyd Pilars;,
608,boatMarker,39902,66,0,183,191,217,190,69,0,enabled,l,go 11521;,
609,right,39902,0,280,319,199,226,331,0,318,enabled,r,go 14569;,
610,none,82170,0,0,111,480,544,116,0,0,enabled,o,go 78797;,
611,boatMarker,10575,56,249,266,143,163,276,59,283,enabled,,,
612,-,10575,0,52,224,427,484,233,0,59,enabled,o,go 11197;pm BR Seagulls:Water Slosh Mx Mov;vm 40;,
613,left,10575,0,0,319,70,80,331,0,0,enabled,l,go 10973;,
614,right,10575,0,431,319,48,55,331,0,489,enabled,r,go 78797;,
615,qdoc,10575,53,360,66,59,67,69,55,408,enabled,o,go 11197;pm BR Seagulls:Water Slosh Mx Mov;vm 40;,
616,-,59796,0,181,267,115,131,278,0,206,enabled,o,go 64050;pm FlyGearGate:Music.Moov;vm 150;,
617,-,59796,0,311,320,165,187,332,0,353,enabled,o,go 10575;pm FlyGearGate:Music.Moov;vm 60;,
618,marker,59796,296,340,23,21,24,24,308,386,enabled,,,
