pa moovmarker=VS 1-Down Windmill\0=0=68=132\12\0.1\YES;,357,76263,Village Stairs 1-Down
?? Ch_upperstairs|sc Village Stairs 1-Up;,358,75778,Village Stairs 1-Up closed
,359,75674,Village Stairs 2-Down
,360,75275,Village Stairs 2-Up
?? Ch_elevator1|sc marker=Village Stairs 3-Down (Elev1Up);,361,75252,Village Stairs 3-Down
,362,74809,Village Stairs 3-Up
,363,74505,Village Stairs 4-Down
,364,74269,Village Stairs 4-Up
,365,74168,Village Stairs 5-Down
pm L2 Wind Mov;vm 250;,366,73852,Village Stairs 5-Up
?? Ch_lowerstairs|sc marker=VillStairs 6-Down (DoorOpen);?? Ch_elevator1|sc marker2=VillStairs 6-Down (Elev1Up);,367,73587,Village Stairs 6-Down
ca CH_WaterSound enterZone:6;,368,73346,Village Stairs 6-Up
?? Ch_lowerstairs|sc Village Stairs 7-Down Open;ca CH_WaterSound enterZone:7;,369,73038,Village Stairs 7-Down
,370,17225,Village Stairs 7-Up
,371,86090,VillageBookroom 1-N
,372,100894,VillageBookroom 1-N Bookopen
,373,100694,VillageBookroom 1-N Bookup
,374,86416,VillageBookroom 1-S
,375,86711,VillageBookroom 1-S Open
ca CH_WaterPath initHandle:handle=3=center;ca CH_WaterSound enterZone:8=200;,376,86840,SwitchClose-Input
ca CH_WaterPath initHandle:handle=4=center;ca CH_WaterSound enterZone:9=200;,377,86841,SwitchClose-Input
ca CH_WaterPath initHandle:handle=5=center;ca CH_WaterSound enterZone:15=200;,378,86842,SwitchClose-Input
ca CH_WaterPath initHandle:handle=6=center;ca CH_WaterSound enterZone:14=200;,379,86843,SwitchClose-Input
ca CH_WaterPath initHandle:handle=7=center;ca CH_WaterSound enterZone:10=200;,380,86844,SwitchClose-Input
ca CH_WaterPath initHandle:handle=3=left;ca CH_WaterSound enterZone:8=200;,381,87419,SwitchClose-LeftOutput
ca CH_WaterPath initHandle:handle=4=left;ca CH_WaterSound enterZone:9=200;,382,87420,SwitchClose-LeftOutput
ca CH_WaterPath initHandle:handle=5=left;ca CH_WaterSound enterZone:15=200;,383,87421,SwitchClose-LeftOutput
ca CH_WaterPath initHandle:handle=6=left;ca CH_WaterSound enterZone:14=200;,384,87422,SwitchClose-LeftOutput
ca CH_WaterPath initHandle:handle=7=left;ca CH_WaterSound enterZone:10=200;,385,87423,SwitchClose-LeftOutput
ca CH_WaterPath initHandle:handle=3=right;ca CH_WaterSound enterZone:8=200;,386,87250,SwitchClose-RightOutput
ca CH_WaterPath initHandle:handle=4=right;,387,87251,SwitchClose-RightOutput
ca CH_WaterPath initHandle:handle=5=right;ca CH_WaterSound enterZone:15=200;,388,87252,SwitchClose-RightOutput
ca CH_WaterPath initHandle:handle=6=right;ca CH_WaterSound enterZone:14=200;,389,87253,SwitchClose-RightOutput
ca CH_WaterPath initHandle:handle=7=right;ca CH_WaterSound enterZone:10=200;,390,87254,SwitchClose-RightOutput
ca CH_WaterSound enterZone:18;,391,23468,Boardwalk 27-W Elev1Up
"ps EL SoftHum;in .75\go 85642,ps DR Wood Shut;",392,85802,Elevator 3-Up Open
?? Ch_monitor=1|in 1\go 101458;?? Ch_monitor=2|in 1\go 101459;?? Ch_monitor=3|in 1\go 101460;?? Ch_monitor=4|in 1\go 101461;,393,92145,Temple 1-W
pv Holo-AMouth-F.m4v\go 92144=n;,394,101459,Temple 1-W BlueLight
pv Holo-ASirrus-F.m4v\go 92144=n;,395,101460,Temple 1-W BlueLight
pv Holo-SMessage-F.m4v\go 92144=n;,396,101461,Temple 1-W BlueLight
ca CH_WaterSound enterZone:27;,397,43980,Boardwalk 62-N
sc buttonmarker=Achenar Button1;sv Ch_monitor=1;pv Mon-ALaugh-F.m4v\go 88814=n;,398,88815,Achenar Monitor
sc buttonmarker=Achenar Button2;sv Ch_monitor=2;pv Mon-AMouth-F.m4v\go 88814=n;,399,88816,Achenar Monitor
sc buttonmarker=Achenar Button3;sv Ch_monitor=3;pv Mon-ASirrus-F.m4v\go 88814=n;,400,88817,Achenar Monitor
sc buttonmarker=Achenar Button4;sv Ch_monitor=4;pv Mon-SMessage-F.m4v\go 88814=n;,401,88818,Achenar Monitor
sc marker=Achenar Monitor (noPage);sc buttonmarker=Achenar Button1;sv Ch_monitor=1;pv Mon-ALaugh (noPage)-F.m4v\go 88813=n;,402,88819,Achenar Monitor
sc marker=Achenar Monitor (noPage);sc buttonmarker=Achenar Button2;sv Ch_monitor=2;pv Mon-AMouth (noPage)-F.m4v\go 88813=n;,403,88820,Achenar Monitor
sc marker=Achenar Monitor (noPage);sc buttonmarker=Achenar Button3;sv Ch_monitor=3;pv Mon-ASirrus (noPage)-F.m4v\go 88813=n;,404,88821,Achenar Monitor
sc marker=Achenar Monitor (noPage);sc buttonmarker=Achenar Button4;sv Ch_monitor=4;pv Mon-SMessage (noPage)-F.m4v\go 88813=n;,405,88822,Achenar Monitor
sc marker=Achenar Monitor (noPage);?? Ch_monitor=1|sc buttonmarker=Achenar Button1;?? Ch_monitor=2|sc buttonmarker=Achenar Button2;?? Ch_monitor=3|sc buttonmarker=Achenar Button3;?? Ch_monitor=4|sc buttonmarker=Achenar Button4;zm 2.0=100=0=0.5;,406,88813,Achenar Monitor
